"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"3/31/2016","Amazon","AMAZON MKTPLACE PMTS","29.99","debit","Shopping","Freedom","",""
"3/30/2016","Snack Corner","SQ *SHON'S SNACK CORNER","6.48","debit","Groceries","Freedom","",""
"3/29/2016","Reliant Energy","RELIANT ENERGY","26.06","debit","Utilities","Freedom","",""
"3/29/2016","Dollar Tree","DOLRTREE 6687 00066878","72.53","debit","Shopping","Freedom","",""
"3/29/2016","Sam's Club","SAMSCLUB 8248 GAS","33.84","debit","Shopping","Freedom","",""
"3/28/2016","Chevron","CHEVRON 0302027","3.04","debit","Gas & Fuel","Freedom","",""
"3/28/2016","Lowe's","LOWES FUEL 113","23.00","debit","Home Improvement","Freedom","",""
"3/27/2016","Ivy Tavern","THE IVY TAVERN","6.00","debit","Restaurants","Freedom","",""
"3/27/2016","Park's Hamburgers","SQ *PARK'S HAMBURGE","8.53","debit","Restaurants","Freedom","",""
"3/27/2016","Exxon","EXXONMOBIL    98808322","31.14","debit","Gas & Fuel","Freedom","",""
"3/27/2016","Fresh Market","SQ *FRESH MARKET","2.96","debit","Groceries","Freedom","",""
"3/25/2016","Snack Corner","SQ *SHON'S SNACK CORNER","6.48","debit","Groceries","Freedom","",""
"3/24/2016","Snack Corner","SQ *SHON'S SNACK CORNER","6.48","debit","Groceries","Freedom","",""
"3/23/2016","Cafe Hunan","CAFE HUNAN 2","7.04","debit","Restaurants","Freedom","",""
"3/23/2016","Snack Corner","SQ *SHON'S SNACK CORNER","4.78","debit","Groceries","Freedom","",""
"3/22/2016","Snack Corner","SQ *SHON'S SNACK CORNER","3.30","debit","Groceries","Freedom","",""
"3/22/2016","Best Buy","BestBuyCom783164058589","237.07","debit","Electronics & Software","Freedom","",""
"3/20/2016","Fresh Market","SQ *FRESH MARKET","2.88","debit","Groceries","Freedom","",""
"3/20/2016","Amazon","Amazon.com","3.29","debit","Shopping","Freedom","",""
"3/20/2016","Wal-Mart","WAL-MART #5889","122.93","debit","Shopping","Freedom","",""
"3/20/2016","Sam's Club","SAMS CLUB #8248","215.56","debit","Shopping","Freedom","",""
"3/20/2016","Crushcraft Thai St","CRUSHCRAFT THAI ST","8.65","debit","Restaurants","Freedom","",""
"3/20/2016","IKEA","IKEA-FRISCO","1.00","debit","Furnishings","Freedom","",""
"3/18/2016","AT&T","ATT*BILL PAYMENT C_PURCHASE","48.90","debit","Home Phone","Business Credit Account","",""
"3/18/2016","Transfer to Personal Credit Account","FIA CARD SERVICE DES:AUTO PAY ID:XXXXX4626534854 INDN:VU HUYNH V CO...","11.49","debit","Credit Card Payment","Personal Checking Account","",""
"3/18/2016","Amazon","AMAZON MKTPLACE PMTS","24.99","debit","Shopping","Freedom","",""
"3/18/2016","Cafe Hunan","CAFE HUNAN 2","7.04","debit","Restaurants","Freedom","",""
"3/18/2016","Estilos Salon","ESTILOS SALON","14.00","debit","Personal Care","Freedom","",""
"3/17/2016","Transfer from Personal Checking Account","PAYMENT DIRECT DEBIT","11.49","credit","Credit Card Payment","Personal Credit Account","",""
"3/17/2016","Kroger","KROGER #509","4.13","debit","Groceries","Freedom","",""
"3/16/2016","Park's Hamburgers","SQ *PARK'S HAMBURGE","5.23","debit","Restaurants","Freedom","",""
"3/15/2016","Barnes & Noble","BARNES & NOBLE #2884","5.36","debit","Books","Freedom","",""
"3/15/2016","Barnes & Noble","BARNES & NOBLE #2884","21.64","debit","Books","Freedom","",""
"3/14/2016","Target","TARGET        00009472","103.81","debit","Shopping","Freedom","",""
"3/14/2016","Sam's Club","SAMSCLUB 8248 GAS","25.44","debit","Shopping","Freedom","",""
"3/14/2016","Little Caesars","LITTLE CAESARS 1617 0004","0.64","debit","Restaurants","Freedom","",""
"3/14/2016","Little Caesars","LITTLE CAESARS 1617 0004","15.14","debit","Restaurants","Freedom","",""
"3/13/2016","Park's Hamburgers","SQ *PARK'S HAMBURGE","8.53","debit","Restaurants","Freedom","",""
"3/10/2016","Amazon","AmazonPrime Membership","99.00","debit","Shopping","Freedom","",""
"3/10/2016","Snack Corner","SQ *SHON'S SNACK CORNER","6.48","debit","Groceries","Freedom","",""
"3/09/2016","The Point","THE POINT AT PALACIOS","12.17","debit","Sporting Goods","Freedom","",""
"3/08/2016","Purchase Finance Charge","PURCHASE *FINANCE CHARGE* C_FEE","1.00","debit","Finance Charge","CORP Account - Business Credit Account 2","",""
"3/08/2016","Chevron","CHEVRON 0356051","14.10","debit","Gas & Fuel","Freedom","",""
"3/07/2016","Wal-Mart","WM SUPERCENTER #344","5.28","debit","Shopping","Freedom","",""
"3/07/2016","The Point","THE POINT AT PALACIOS","12.99","debit","Sporting Goods","Freedom","",""
"3/07/2016","McDonald's","MCDONALD'S F8053","9.04","debit","Fast Food","Freedom","",""
"3/07/2016","Showplace 3 Cinema Inc","SHOWPLACE 3 CINEMA INC","36.00","debit","Movies & DVDs","Freedom","",""
"3/07/2016","Exxon","EXXONMOBIL    45927217","28.21","debit","Gas & Fuel","Freedom","",""
"3/07/2016","Chase Autopay Ppd","CHASE            AUTOPAYPPD ID: 4760039224","253.31","debit","Credit Card Payment","Personal Checking","",""
"3/06/2016","Snack Corner","SQ *SHON'S SNACK CORNER","6.48","debit","Groceries","Freedom","",""
"3/06/2016","RaceTrac","RACETRAC498   00004986","18.45","debit","Gas & Fuel","Freedom","",""
"3/06/2016","Transfer from CHASE COLLEGE","AUTOMATIC PAYMENT - THANK","253.31","credit","Credit Card Payment","Freedom","",""
"3/06/2016","Gulf","SQ *GULF BAY MARINE","1.00","debit","Gas & Fuel","Freedom","",""
"3/01/2016","Utswmc Dallas Tx","UTSWMC DALLAS TX DES:PAYROLL ID:160893 INDN:VU,HUYNH V CO ID:XXXXX02868 PPD","3876.35","credit","Paycheck","Personal Checking Account","",""
"3/01/2016","Account Maintenance Fee","Monthly Fee for Business Fundamentals","16.00","debit","Bank Fee","Business Checking Account","",""
"3/01/2016","Barnes & Noble","BARNES & NOBLE #2884","5.36","debit","Books","Freedom","",""
"2/29/2016","Best Buy","BEST BUY MHT  00000588","1676.78","debit","Electronics & Software","Freedom","",""
"2/29/2016","H&M","H&M #207 NORTPARK CTR","0.36","debit","Clothing","Freedom","",""
"2/28/2016","H Mart","H MART CARROLTON","78.74","debit","Groceries","Freedom","",""
"2/28/2016","Wendy's","WENDY'S 00302","10.37","debit","Fast Food","Freedom","",""
"2/28/2016","Js Sushi","JS SUSHI","9.69","debit","Restaurants","Freedom","",""
"2/26/2016","Estilos Salon","ESTILOS SALON","14.00","debit","Personal Care","Freedom","",""
"2/25/2016","Cafe Hunan","CAFE HUNAN 2","7.04","debit","Restaurants","Freedom","",""
"2/24/2016","Wal-Mart","WM SUPERCENTER #5889","10.79","debit","Shopping","Freedom","",""
"2/24/2016","Subroc Utsw","SUBROC UTSW","7.57","debit","Uncategorized","Freedom","",""
"2/23/2016","Sakhuu Express Asian","SAKHUU EXPRESS ASIAN CUIS","6.50","debit","Restaurants","Freedom","",""
"2/22/2016","Pho Chau Restaurant","PHO CHAU RESTAURANT","14.00","debit","Restaurants","Freedom","",""
"2/22/2016","Shell","SHELL OIL 57545261604","10.00","debit","Gas & Fuel","Freedom","",""
"2/21/2016","Sam's Club","SAMSCLUB #8248","49.68","debit","Shopping","Freedom","",""
"2/21/2016","Sam's Club","SAMS CLUB #8248","9.73","debit","Shopping","Freedom","",""
"2/21/2016","Sam's Club","SAMS CLUB #8248","19.31","debit","Shopping","Freedom","",""
"2/18/2016","Target","TARGET        00009472","8.10","debit","Shopping","Freedom","",""
"2/18/2016","Snack Corner","SQ *SHON'S SNACK CORNER","6.48","debit","Groceries","Freedom","",""
"2/17/2016","Cali Bamboo","CALI BAMBOO","1.00","debit","Home Improvement","Freedom","",""
"2/17/2016","Reliant Energy","RELIANT ENERGY","41.60","debit","Utilities","Freedom","",""
"2/16/2016","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILLWA","11.49","debit","Shopping","Personal Credit Account","",""
"2/16/2016","Online Banking Confirmation","Online Banking payment to CRD 4854 Confirmation# 2950813448","359.44","debit","Credit Card Payment","Personal Checking Account","",""
"2/16/2016","AT&T","ATT*BILL PAYMENT C_PURCHASE","48.90","debit","Home Phone","Business Credit Account","",""
"2/16/2016","Stripes","STRIPES 0288152200","22.05","debit","Groceries","Freedom","",""
"2/16/2016","Cafe Hunan","CAFE HUNAN 2","11.31","debit","Restaurants","Freedom","",""
"2/15/2016","Chk","Online payment from CHK 0","359.44","credit","Credit Card Payment","Personal Credit Account","",""
"2/15/2016","7-Eleven","7-ELEVEN 36530","3.78","debit","Fast Food","Freedom","",""
"2/14/2016","Shell","SHELL OIL 57545728206","27.03","debit","Gas & Fuel","Freedom","",""
"2/14/2016","McDonald's","MCDONALD'S F37889","2.48","debit","Fast Food","Freedom","",""
"2/14/2016","Fresh Market","SQ *FRESH MARKET","4.15","debit","Groceries","Freedom","",""
"2/12/2016","Park's Hamburgers","SQ *PARK'S HAMBURGE","8.26","debit","Restaurants","Freedom","",""
"2/11/2016","Transfer from Personal Checking Account","Online payment from CHK 0","1010.79","credit","Credit Card Payment","CORP Account - Business Credit Account 2","",""
"2/11/2016","Transfer to CORP Account - Business Credit Account 2","Online Banking payment to CRD 1669 Confirmation# 4017380684","1010.79","debit","Credit Card Payment","Personal Checking Account","",""
"2/11/2016","Transfer to Business Checking Account","Online Banking transfer to CHK 6028 Confirmation# 0517965542","1500.00","debit","Transfer","Personal Checking Account","",""
"2/11/2016","Transfer from Personal Checking Account","Online Banking transfer from CHK 0525 Confirmation# 0517965542","1500.00","credit","Transfer","Business Checking Account","",""
"2/10/2016","Snack Corner","SQ *SHON'S SNACK CORNER","6.48","debit","Groceries","Freedom","",""
"2/09/2016","AMC","AMC NORTHPARK 15 #159","12.87","debit","Movies & DVDs","Freedom","",""
"2/09/2016","AMC","AMC NORTHPARK 15 #159","6.48","debit","Movies & DVDs","Freedom","",""
"2/09/2016","AMC","AMC NORTHPARK 15 #159","12.87","credit","Movies & DVDs","Freedom","",""
"2/09/2016","AMC","AMC NORTHPARK 15 #159","5.94","debit","Movies & DVDs","Freedom","",""
"2/08/2016","Purchase Finance Charge","PURCHASE *FINANCE CHARGE* C_FEE","11.36","debit","Finance Charge","CORP Account - Business Credit Account 2","",""
"2/08/2016","Amazon Video","Amazon Video On Demand AMZN.COM/billWA","3.99","debit","Movies & DVDs","Personal Credit Account","",""
"2/08/2016","First Communitie Des","First Communitie DES:centmed ID:XXXXX5452 INDN:HuynhVu CO ID:XXXXX92293 WEB","1267.31","debit","Mortgage & Rent","Personal Checking Account","",""
"2/05/2016","Estilos Salon","ESTILOS SALON","14.00","debit","Personal Care","Freedom","",""
"2/04/2016","Wells Fargo Ppd","WELLS FARGO      DDA TO DDAPPD ID: INTFITROCS","2373.45","credit","Income","Personal Checking","",""
"2/04/2016","Late Payment Fee","LATE PAYMENT FEE C_FEE","29.00","debit","Late Fee","CORP Account - Business Credit Account 2","",""
"2/01/2016","Pho Que Huong","PHO QUE HUONG LEGA","12.00","debit","Food & Dining","Freedom","",""
"2/01/2016","Jusgo Supermarket","JUSGO SUPERMARKET","80.16","debit","Groceries","Freedom","",""
"2/01/2016","IKEA","IKEA-FRISCO","53.35","debit","Furnishings","Freedom","",""
"2/01/2016","Utswmc Dallas Tx","UTSWMC DALLAS TX DES:PAYROLL ID:160893 INDN:VU,HUYNH V. CO ID:XXXXX02868 PPD","3876.35","credit","Paycheck","Personal Checking Account","",""
"2/01/2016","Bank America Des","Bank of America DES:CASHREWARD ID:VU INDN:0000000075123106000000 CO...","37.31","credit","Income","Personal Savings Account","",""
"2/01/2016","Account Maintenance Fee","Monthly Fee for Business Fundamentals","16.00","debit","Bank Fee","Business Checking Account","",""
"1/31/2016","H Mart","H MART CARROLTON","81.38","debit","Groceries","Freedom","",""
"1/29/2016","Est Services","CHECKCARD 0128 ETS*GRE Test Services 609-771-7670 NJ 24692166028000654526342","205.00","debit","Home Improvement","Personal Checking Account","",""
"1/28/2016","Sam's Club","SAMS CLUB #8248 C_PURCHASE","98.40","debit","Entertainment","Business Credit Account","",""
"1/28/2016","Sam's Club","SAMS CLUB #8248 C_PURCHASE","31.00","debit","Entertainment","Business Credit Account","",""
"1/28/2016","Transfer to Business Checking Account","Online Banking transfer to CHK 6028 Confirmation# 0599188011","1400.00","debit","Transfer","Personal Checking Account","",""
"1/28/2016","Transfer from Personal Checking Account","Online Banking transfer from CHK 0525 Confirmation# 0599188011","1400.00","credit","Transfer","Business Checking Account","",""
"1/26/2016","Amazon","AMAZON MKTPLACE PMTS C_PURCHASE","230.99","debit","Business Services","Business Credit Account","",""
"1/25/2016","Sam's Club","SAMS CLUB #8248 C_PURCHASE","5.98","debit","Entertainment","Business Credit Account","",""
"1/25/2016","Wal-Mart","WM SUPERCENTER #5889 DALLAS TX","57.47","debit","Shopping","Personal Credit Account","",""
"1/23/2016","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILLWA","244.78","debit","Business Services","Personal Credit Account","",""
"1/22/2016","Amazon","AMAZON MKTPLACE PMTS C_PURCHASE","214.68","debit","Entertainment","Business Credit Account","",""
"1/22/2016","Amazon","AMAZON.COM AMZN.COM/BI C_PURCHASE","118.79","debit","Shopping","Business Credit Account","",""
"1/21/2016","Amazon","AMAZON MKTPLACE PMTS C_PURCHASE","12.99","debit","Entertainment","Business Credit Account","",""
"1/20/2016","Stripes El Campo","STRIPES 0288152200 EL CAMPO TX","33.06","debit","Groceries","Personal Credit Account","",""
"1/20/2016","Chk","Online payment from CHK 0","1351.49","credit","Credit Card Payment","Personal Credit Account","",""
"1/19/2016","Transfer to Personal Credit Account","Online Banking payment to CRD 4854 Confirmation# 4025209153","1351.49","debit","Credit Card Payment","Personal Checking Account","",""
"1/18/2016","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILLWA","9.49","debit","Business Services","Personal Credit Account","",""
"1/16/2016","Pending","PARCEL PENDING LLC 949-232-8687 CA","20.00","debit","Business Services","Personal Credit Account","",""
"1/16/2016","Wal-Mart","WM SUPERCENTER #3296 HOUSTON TX","21.61","debit","Shopping","Personal Credit Account","",""
"1/16/2016","Boba Zone","BOBA ZONE HOUSTON TX","7.04","debit","Fast Food","Personal Credit Account","",""
"1/16/2016","Park's Hamburgers","SQ *PARK'S HAMBURGE DALLAS TX","8.53","debit","Restaurants","Personal Credit Account","",""
"1/15/2016","AT&T","ATT*BILL PAYMENT C_PURCHASE","48.88","debit","Home Phone","Business Credit Account","",""
"1/15/2016","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILLWA","6.99","debit","Business Services","Personal Credit Account","",""
"1/15/2016","Amazon","Amazon.com AMZN.COM/BILLWA","22.99","debit","Shopping","Personal Credit Account","",""
"1/14/2016","Amazon","AMAZON.COM AMZN.COM/BILL AMZN.COM/BILLWA","99.99","debit","Shopping","Personal Credit Account","",""
"1/14/2016","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILLWA","100.09","debit","Entertainment","Personal Credit Account","",""
"1/14/2016","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILLWA","35.99","debit","Entertainment","Personal Credit Account","",""
"1/13/2016","Wal-Mart","WM SUPERCENTER #5889 C_PURCHASE","2.94","debit","Shopping","Business Credit Account","",""
"1/13/2016","Sam's Club","SAMSCLUB #8248 C_PURCHASE","188.48","debit","Shopping","Business Credit Account","",""
"1/13/2016","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILLWA","389.93","debit","Entertainment","Personal Credit Account","",""
"1/13/2016","He","HE3 INC DALLAS TX","8.88","debit","Food & Dining","Personal Credit Account","",""
"1/12/2016","Snack Corner","SQ *SHON'S SNACK CORNER Dallas TX","6.48","debit","Groceries","Personal Credit Account","",""
"1/12/2016","Stripes","STRIPES 0102037900 HOUSTON TX","29.52","debit","Groceries","Personal Credit Account","",""
"1/11/2016","Plat Parking","PLAT PARKING C_PURCHASE","2.50","debit","Parking","Business Credit Account","",""
"1/11/2016","RaceTrac","RACETRAC498   00004986 C_PURCHASE","3.77","debit","Gas & Fuel","Business Credit Account","",""
"1/11/2016","Zoom Car Wash","ZOOM CAR WASH HOUSTON TX","5.00","debit","Service & Parts","Personal Credit Account","",""
"1/11/2016","Plat Parking","PLAT PARKING","5.00","debit","Parking","Personal Credit Account","",""
"1/11/2016","Ldi Lensdiscounters Ny","LDI*LensDiscounters 877-536-7347 NY","110.00","debit","Eyecare","Personal Credit Account","",""
"1/08/2016","Estilos Salon","ESTILOS SALON DALLAS TX","50.00","debit","Personal Care","Personal Credit Account","",""
"1/07/2016","Square Des P","Square Inc DES:160107P2 ID:L20175805505 INDN:Huynh CO ID:XXXXX00002 PPD","53.49","credit","Income","Personal Checking Account","",""
"1/07/2016","Starbucks","PAYPAL DES:INST XFER ID:STARBUCKS INDN:INSTACARDS CO ID:PAYPALSI77 WEB","15.00","debit","Coffee Shops","Business Checking Account","",""
"1/06/2016","First Communitie Des","First Communitie DES:centmed ID:XXXXX6226 INDN:HuynhVu CO ID:XXXXX92293 WEB","1265.93","debit","Mortgage & Rent","Personal Checking Account","",""
"1/05/2016","Transfer from Personal Checking Account","KEEPTHECHANGE CREDIT FROM ACCT0525 EFFECTIVE 01/04","0.04","credit","Transfer","Personal Savings Account","",""
"1/04/2016","Sam's Club","SAMSCLUB #8248 DALLAS TX","26.68","debit","Shopping","Personal Credit Account","",""
"1/04/2016","Utswmc Dallas Tx","UTSWMC DALLAS TX DES:PAYROLL ID:160893 INDN:VU,HUYNH V. CO ID:XXXXX02868 PPD","3876.35","credit","Paycheck","Personal Checking Account","",""
"1/04/2016","Transfer to Personal Savings Account","KEEP THE CHANGE TRANSFER TO ACCT 0538 FOR 01/04/16","0.04","debit","Transfer","Personal Checking Account","",""
"1/04/2016","Sam's Club","CHECKCARD 0102 SAMS CLUB #8248 DALLAS TX 24445006003400174492040","0.96","debit","Shopping","Personal Checking Account","",""
"1/04/2016","Account Maintenance Fee","Monthly Fee for Business Fundamentals","16.00","debit","Bank Fee","Business Checking Account","",""
"1/02/2016","Little Caesars","LITTLE CAESARS 1617 0004 DALLAS TX","15.14","debit","Restaurants","Personal Credit Account","",""
"1/02/2016","He","HE3 INC DALLAS TX","7.04","debit","Food & Dining","Personal Credit Account","",""
"12/31/2015","Transfer from Personal Checking Account","Online scheduled payment","50.00","credit","Credit Card Payment","CORP Account - Business Credit Account 2","",""
"12/31/2015","Transfer from Personal Checking Account","Online scheduled payment","50.00","credit","Credit Card Payment","Personal Credit Account","",""
"12/31/2015","He","HE3 INC DALLAS TX","7.04","debit","Food & Dining","Personal Credit Account","",""
"12/31/2015","Transfer to CORP Account - Bank of America","Online scheduled payment to CRD 1669 Confirmation# 2156237704","50.00","debit","Credit Card Payment","Personal Checking Account","",""
